Id,FileName,Title,Camera,Lens,ExposureTime,AperturValue,ExposureProgram,Iso,DateTaken,FocalLength,Orientation,Height,Width,UseInMontage,CountryId,CategoryId,PaletteId
421,KATH_20 (1).jpg,,Canon EOS 10D,,1/320 sec,f/7.1,Aperture priority,100,2005-12-09 15:31:04,300 mm,1,1500,1000,True,,,
422,Kestral 3.jpg,,Canon EOS 40D,,1/2000 sec,f/8.0,Aperture priority,400,2007-09-15 11:06:19,400 mm,1,1512,1008,True,,,
423,Kingfisher 2.jpg,,Canon EOS 10D,,1/125 sec,f/7.1,Aperture priority,400,2007-08-20 16:04:24,250 mm,0,1008,1512,True,,,
424,Kingfisher.jpg,,Canon EOS 10D,,1/30 sec,f/8.0,Aperture priority,200,2007-08-10 19:39:56,300 mm,0,1008,1512,True,,,
425,LADK_08.jpg,,Canon EOS 10D,,0.02 sec,f/14.0,Aperture priority,100,2005-06-28 12:51:40,70 mm,0,1000,1500,True,,,
426,LADK_15 (1).jpg,,Canon EOS 10D,,1/40 sec,f/5.6,Aperture priority,100,2005-06-28 16:54:38,300 mm,0,1000,1500,True,,,
427,Lapwing.jpg,,Canon EOS 10D,,1/500 sec,f/8.0,Aperture priority,200,2007-08-11 11:49:20,560 mm,0,1008,1512,True,,,
428,LEH_34.jpg,,Canon EOS 10D,,1/160 sec,f/5.6,Aperture priority,100,2005-07-03 11:18:22,285 mm,2,1500,1500,True,,,
429,LEH_38.jpg,,Canon EOS 10D,,1/15 sec,f/22.0,Aperture priority,100,2005-07-03 13:12:28,17 mm,0,1000,1500,True,,,
430,LHSM_06.jpg,,Canon EOS 10D,,1/80 sec,f/11.0,Aperture priority,200,2005-12-30 13:43:44,150 mm,2,2540,2540,True,,,
431,Magpie.jpg,,Canon EOS 40D,,1/160 sec,f/8.0,Aperture priority,400,2010-06-26 17:23:32,400 mm,0,1008,1512,True,,,
432,Mallard.jpg,,Canon EOS 10D,,1/125 sec,f/10.0,Aperture priority,200,2007-08-11 08:50:00,400 mm,1,1512,1008,True,,,
433,Meadow Brown 1.jpg,,Canon EOS 10D,,0.05 sec,f/10.0,Aperture priority,200,2007-07-07 10:38:50,400 mm,1,1512,1008,True,,,
434,MKD1_02.jpg,,Canon EOS 10D,,1/60 sec,f/8.0,Aperture priority,200,2006-02-05 15:18:20,300 mm,2,1500,1500,True,,,
435,MKD1_22.jpg,,Canon EOS 10D,,1/4000 sec,f/10.0,Aperture priority,3200,2006-02-06 08:18:42,300 mm,2,1500,1500,True,,,
436,MKD2_23.jpg,,Canon EOS 10D,,1/160 sec,f/6.3,Aperture priority,100,2004-12-06 02:15:34,265 mm,2,1500,1500,True,,,
437,MKD2_36.jpg,,Canon EOS 10D,,1/200 sec,f/8.0,Aperture priority,200,2006-02-05 11:28:38,300 mm,1,1500,1000,True,,,
438,MUI2_19 (1).jpg,,Canon EOS 10D,,0.01 sec,f/20.0,Aperture priority,200,2006-02-01 06:04:48,110 mm,1,1500,1000,True,,,
439,MUI3_12 (1).jpg,,Canon EOS 10D,,0.02 sec,f/14.0,Aperture priority,200,2006-02-01 06:22:16,135 mm,1,1500,1000,True,,,
440,MVY_17 2.jpg,,Canon EOS 10D,,1/200 sec,f/5.0,Aperture priority,100,2005-07-08 14:21:52,150 mm,1,1500,1000,True,,,
441,MVY_17.jpg,,Canon EOS 10D,,1/200 sec,f/5.0,Aperture priority,100,2005-07-08 14:21:52,150 mm,1,2985,2096,True,,,
442,MVY_50 2.jpg,,Canon EOS 10D,,1/30 sec,f/22.0,Aperture priority,200,2005-07-11 12:16:14,32 mm,0,1000,1500,True,,,
443,Peacock.jpg,,Canon EOS 10D,,1/320 sec,f/8.0,Aperture priority,200,2007-08-24 15:28:34,400 mm,1,1512,1008,True,,,
444,PORT_01 copy.jpg,,Canon EOS 10D,,1/125 sec,f/7.1,Aperture priority,200,2005-12-25 10:53:10,140 mm,2,1500,1500,True,,,
445,PORT_01.jpg,,Canon EOS 10D,,1/125 sec,f/7.1,Aperture priority,200,2005-12-25 10:53:10,140 mm,2,2540,2540,True,,,
446,PORT_09.jpg,,Canon EOS 10D,,1/200 sec,f/8.0,Aperture priority,100,2005-12-27 10:41:04,115 mm,1,2985,2096,True,,,
447,PORT_26.jpg,,Canon EOS 10D,,1/30 sec,f/6.3,Aperture priority,400,2005-12-29 09:38:58,70 mm,0,2096,2985,True,,,
448,RAJ_05.jpg,,Canon EOS 10D,,1/250 sec,f/7.1,Aperture priority,100,2005-11-23 13:21:42,300 mm,2,1500,1500,True,,,
449,RAJ_14.jpg,,Canon EOS 10D,,1/640 sec,f/5.6,Aperture priority,100,2005-11-23 13:22:36,300 mm,2,1500,1500,True,,,
